name,phone_code,state_id
NOVA GLORIA,62,9
NOVA IGUACU DE GOIAS,62,9
NOVA ROMA,62,9
NOVA VENEZA,62,9
NOVO BRASIL,62,9
NOVO GAMA,61,9
NOVO PLANALTO,62,9
ORIZONA,64,9
OURO VERDE DE GOIAS,62,9
OUVIDOR,64,9
PADRE BERNARDO,61,9
PALESTINA DE GOIAS,64,9
PALMEIRAS DE GOIAS,64,9
PALMELO,64,9
PALMINOPOLIS,64,9
PANAMA,64,9
PARANAIGUARA,64,9
PARAUNA,64,9
PEROLANDIA,64,9
PETROLINA DE GOIAS,62,9
PILAR DE GOIAS,62,9
PIRACANJUBA,64,9
PIRANHAS,64,9
PIRENOPOLIS,62,9
PIRES DO RIO,64,9
PLANALTINA,61,9
PONTALINA,64,9
PORANGATU,62,9
PORTEIRAO,64,9
PORTELANDIA,64,9
POSSE,62,9
PROFESSOR JAMIL,64,9
QUIRINOPOLIS,64,9
RIALMA,62,9
RIANAPOLIS,62,9
RIO QUENTE,64,9
RIO VERDE,64,9
RUBIATABA,62,9
SANCLERLANDIA,64,9
SANTA BARBARA DE GOIAS,62,9
SANTA CRUZ DE GOIAS,64,9
SANTA FE DE GOIAS,62,9
SANTA HELENA DE GOIAS,64,9
SANTA ISABEL,62,9
SANTA RITA DO ARAGUAIA,64,9
SANTA RITA DO NOVO DESTINO,62,9
SANTA ROSA DE GOIAS,62,9
SANTA TEREZA DE GOIAS,62,9
SANTA TEREZINHA DE GOIAS,62,9
SANTO ANTONIO DA BARRA,64,9
SANTO ANTONIO DE GOIAS,62,9
SANTO ANTONIO DO DESCOBERTO,61,9
SAO DOMINGOS,62,9
SAO FRANCISCO DE GOIAS,62,9
SAO JOAO DA PARAUNA,64,9
SAO JOAO D'ALIANCA,62,9
SAO LUIS DE MONTES BELOS,64,9
SAO LUIZ DO NORTE,62,9
SAO MIGUEL DO ARAGUAIA,62,9
SAO MIGUEL DO PASSA QUATRO,62,9
SAO PATRICIO,62,9
SAO SIMAO,64,9
SENADOR CANEDO,62,9
SERRANOPOLIS,64,9
SILVANIA,62,9
SIMOLANDIA,62,9
SITIO D'ABADIA,62,9
TAQUARAL DE GOIAS,62,9
TERESINA DE GOIAS,62,9
TEREZOPOLIS DE GOIAS,62,9
TRES RANCHOS,64,9
TRINDADE,62,9
TROMBAS,62,9
TURVANIA,64,9
TURVELANDIA,64,9
UIRAPURU,62,9
URUACU,62,9
URUANA,62,9
URUTAI,64,9
VALPARAISO DE GOIAS,61,9
VARJAO,62,9
VIANOPOLIS,62,9
VICENTINOPOLIS,64,9
VILA BOA,62,9
VILA PROPICIO,62,9
ACAILANDIA,99,10
AFONSO CUNHA,98,10
AGUA DOCE DO MARANHAO,98,10
ALCANTARA,98,10
ALDEIAS ALTAS,99,10
ALTAMIRA DO MARANHAO,98,10
ALTO ALEGRE DO MARANHAO,99,10
ALTO ALEGRE DO PINDARE,98,10
ALTO PARNAIBA,99,10
AMAPA DO MARANHAO,98,10
AMARANTE DO MARANHAO,99,10
ANAJATUBA,98,10
ANAPURUS,98,10
APICUM-ACU,98,10
ARAGUANA,98,10
ARAIOSES,98,10
ARAME,99,10
ARARI,98,10
AXIXA,98,10
BACABAL,99,10
BACABEIRA,98,10
BACURI,98,10
BACURITUBA,98,10
BALSAS,99,10
BARRA DO CORDA,99,10
BARREIRINHAS,98,10
BELA VISTA DO MARANHAO,98,10
BELAGUA,98,10
BENEDITO LEITE,99,10
BEQUIMAO,98,10
BERNARDO DO MEARIM,99,10
BOA VISTA DO GURUPI,98,10
BOM JARDIM,98,10
BOM JESUS DAS SELVAS,98,10
BOM LUGAR,99,10
BREJO,98,10
BREJO DE AREIA,98,10
BURITI,98,10
BURITI BRAVO,99,10
BURITICUPU,98,10
BURITIRANA,99,10
CACHOEIRA GRANDE,98,10
CAJAPIO,98,10
CAJARI,98,10
CAMPESTRE DO MARANHAO,99,10
CANDIDO MENDES,98,10
CANTANHEDE,98,10
CAPINZAL DO NORTE,99,10
CAROLINA,99,10
CARUTAPERA,98,10
CAXIAS,99,10
CEDRAL,98,10
CENTRAL DO MARANHAO,98,10
CENTRO DO GUILHERME,98,10
CENTRO NOVO DO MARANHAO,98,10
CHAPADINHA,98,10
CIDELANDIA,99,10
CODO,99,10
COELHO NETO,98,10
COLINAS,99,10
CONCEICAO DO LAGO-ACU,98,10
COROATA,99,10
CURURUPU,98,10
DAVINOPOLIS,99,10
DOM PEDRO,99,10
DUQUE BACELAR,98,10
ESPERANTINOPOLIS,99,10
ESTREITO,99,10
FEIRA NOVA DO MARANHAO,99,10
FERNANDO FALCAO,99,10
FORMOSA DA SERRA NEGRA,99,10
FORTALEZA DOS NOGUEIRAS,99,10
FORTUNA,99,10
GODOFREDO VIANA,98,10
GONCALVES DIAS,99,10
GOVERNADOR ARCHER,99,10
GOVERNADOR EDISON LOBAO,99,10
GOVERNADOR EUGENIO BARROS,99,10
GOVERNADOR LUIZ ROCHA,99,10
GOVERNADOR NEWTON BELLO,98,10
GOVERNADOR NUNES FREIRE,98,10
GRACA ARANHA,99,10
GRAJAU,99,10
GUIMARAES,98,10
HUMBERTO DE CAMPOS,98,10
ICATU,98,10
IGARAPE DO MEIO,98,10
IGARAPE GRANDE,99,10
IMPERATRIZ,99,10
ITAIPAVA DO GRAJAU,99,10
ITAPECURU MIRIM,98,10
ITINGA DO MARANHAO,99,10
JATOBA,99,10
JENIPAPO DOS VIEIRAS,99,10
JOAO LISBOA,99,10
JOSELANDIA,99,10
JUNCO DO MARANHAO,98,10
LAGO DA PEDRA,99,10
LAGO DO JUNCO,99,10
LAGO DOS RODRIGUES,99,10
LAGO VERDE,99,10
LAGOA DO MATO,99,10
LAGOA GRANDE DO MARANHAO,99,10
LAJEADO NOVO,99,10
LIMA CAMPOS,99,10
LORETO,99,10
LUIS DOMINGUES,98,10
MAGALHAES DE ALMEIDA,98,10
MARACACUME,98,10
MARAJA DO SENA,98,10
MARANHAOZINHO,98,10
MATA ROMA,98,10
MATINHA,98,10
MATOES,99,10
MATOES DO NORTE,98,10
MILAGRES DO MARANHAO,98,10
MIRADOR,99,10
MIRANDA DO NORTE,98,10
MIRINZAL,98,10
MONCAO,98,10
MONTES ALTOS,99,10
MORROS,98,10
NINA RODRIGUES,98,10
NOVA COLINAS,99,10
NOVA IORQUE,99,10
NOVA OLINDA DO MARANHAO,98,10
OLHO D'AGUA DAS CUNHAS,98,10
OLINDA NOVA DO MARANHAO,98,10
PALMEIRANDIA,98,10
PARAIBANO,99,10
PARNARAMA,99,10
PASSAGEM FRANCA,99,10
PASTOS BONS,99,10
PAULINO NEVES,98,10
PAULO RAMOS,98,10
PEDREIRAS,99,10
PEDRO DO ROSARIO,98,10
PENALVA,98,10
PERI MIRIM,98,10
PERITORO,99,10
PINDARE-MIRIM,98,10
PINHEIRO,98,10
PIO XII,98,10
PIRAPEMAS,98,10
POCAO DE PEDRAS,99,10
PORTO FRANCO,99,10
PORTO RICO DO MARANHAO,98,10
PRESIDENTE DUTRA,99,10
PRESIDENTE JUSCELINO,98,10
PRESIDENTE MEDICI,98,10
PRESIDENTE SARNEY,98,10
PRESIDENTE VARGAS,98,10
PRIMEIRA CRUZ,98,10
RAPOSA,98,10
RIACHAO,99,10
RIBAMAR FIQUENE,99,10
ROSARIO,98,10
SAMBAIBA,99,10
SANTA FILOMENA DO MARANHAO,99,10
SANTA HELENA,98,10
SANTA INES,98,10
SANTA LUZIA,98,10
SANTA LUZIA DO PARUA,98,10
SANTA QUITERIA DO MARANHAO,98,10
SANTA RITA,98,10
SANTANA DO MARANHAO,98,10
SANTO AMARO DO MARANHAO,98,10
SANTO ANTONIO DOS LOPES,99,10
SAO BENEDITO DO RIO PRETO,98,10
SAO BENTO,98,10
SAO BERNARDO,98,10
SAO DOMINGOS DO AZEITAO,99,10
SAO DOMINGOS DO MARANHAO,99,10
SAO FELIX DE BALSAS,99,10
SAO FRANCISCO DO BREJAO,99,10
SAO FRANCISCO DO MARANHAO,99,10
SAO JOAO BATISTA,98,10
SAO JOAO DO CARU,98,10
SAO JOAO DO PARAISO,99,10
SAO JOAO DO SOTER,99,10
SAO JOAO DOS PATOS,99,10
SAO JOSE DE RIBAMAR,98,10
SAO JOSE DOS BASILIOS,99,10
SAO LUIS,98,10
SAO LUIS GONZAGA DO MARANHAO,99,10
SAO MATEUS DO MARANHAO,99,10
SAO PEDRO DA AGUA BRANCA,99,10
SAO PEDRO DOS CRENTES,99,10
SAO RAIMUNDO DAS MANGABEIRAS,99,10
SAO RAIMUNDO DO DOCA BEZERRA,99,10
SAO ROBERTO,99,10
SAO VICENTE FERRER,98,10
SATUBINHA,98,10
SENADOR ALEXANDRE COSTA,99,10
SENADOR LA ROCQUE,99,10
SERRANO DO MARANHAO,98,10
SITIO NOVO,99,10
SUCUPIRA DO NORTE,99,10
SUCUPIRA DO RIACHAO,99,10
TASSO FRAGOSO,99,10
TIMBIRAS,99,10
TIMON,99,10
TRIZIDELA DO VALE,99,10
TUFILANDIA,98,10
TUNTUM,99,10
TURIACU,98,10
TURILANDIA,98,10
TUTOIA,98,10
URBANO SANTOS,98,10
VARGEM GRANDE,98,10
VIANA,98,10
VILA NOVA DOS MARTIRIOS,99,10
VITORIA DO MEARIM,98,10
VITORINO FREIRE,98,10
ZE DOCA,98,10
ABADIA DOS DOURADOS,34,13
ABAETE,37,13
ABRE CAMPO,31,13
ACAIACA,31,13
ACUCENA,33,13
AGUA BOA,33,13
AGUA COMPRIDA,34,13
AGUANIL,35,13
AGUAS FORMOSAS,33,13
AGUAS VERMELHAS,33,13
AIMORES,33,13
AIURUOCA,35,13
ALAGOA,35,13
ALBERTINA,35,13
ALEM PARAIBA,32,13
ALFENAS,35,13
ALFREDO VASCONCELOS,32,13
ALMENARA,33,13
ALPERCATA,33,13
ALPINOPOLIS,35,13
ALTEROSA,35,13
ALTO CAPARAO,32,13
ALTO JEQUITIBA,33,13
ALTO RIO DOCE,32,13
ALVARENGA,33,13
ALVINOPOLIS,31,13
ALVORADA DE MINAS,31,13
AMPARO DO SERRA,31,13
ANDRADAS,35,13
ANDRELANDIA,35,13
ANTONIO CARLOS,32,13
ANTONIO DIAS,31,13
ANTONIO PRADO DE MINAS,32,13
ARACAI,31,13
ARACITABA,32,13
ARACUAI,33,13
ARAGUARI,34,13
ARANTINA,32,13
ARAPONGA,31,13
ARAPORA,34,13
ARAPUA,34,13
ARAUJOS,37,13
ARAXA,34,13
ARCEBURGO,35,13
ARCOS,37,13
AREADO,35,13
ARGIRITA,32,13
ARICANDUVA,38,13
ARINOS,38,13
ASTOLFO DUTRA,32,13
ATALEIA,33,13
AUGUSTO DE LIMA,38,13
BAEPENDI,35,13
BALDIM,31,13
BAMBUI,37,13
BANDEIRA,33,13
BANDEIRA DO SUL,35,13
BARAO DE COCAIS,31,13
BARAO DE MONTE ALTO,32,13
BARBACENA,32,13
BARRA LONGA,31,13
BARROSO,32,13
BELA VISTA DE MINAS,31,13
BELMIRO BRAGA,32,13
BELO HORIZONTE,31,13
BELO ORIENTE,33,13
BELO VALE,31,13
BERILO,33,13
BERIZAL,38,13
BERTOPOLIS,33,13
BETIM,31,13
BIAS FORTES,32,13
BICAS,32,13
BIQUINHAS,37,13
BOA ESPERANCA,35,13
BOCAINA DE MINAS,32,13
BOCAIUVA,38,13
BOM DESPACHO,37,13
BOM JARDIM DE MINAS,32,13
BOM JESUS DA PENHA,35,13
BOM JESUS DO AMPARO,31,13
BOM JESUS DO GALHO,33,13
BOM REPOUSO,35,13
BOM SUCESSO,35,13
BONFIM,31,13
BONFINOPOLIS DE MINAS,38,13
BONITO DE MINAS,38,13
BORDA DA MATA,35,13
BOTELHOS,35,13
BOTUMIRIM,38,13
BRAS PIRES,32,13
BRASILANDIA DE MINAS,38,13
BRASILIA DE MINAS,38,13
BRASOPOLIS,35,13
BRAUNAS,33,13
BRUMADINHO,31,13
BUENO BRANDAO,35,13
BUENOPOLIS,38,13
BUGRE,33,13
BURITIS,38,13
BURITIZEIRO,38,13
CABECEIRA GRANDE,38,13
CABO VERDE,35,13
CACHOEIRA DA PRATA,31,13
CACHOEIRA DE MINAS,35,13
CACHOEIRA DE PAJEU,33,13
CACHOEIRA DOURADA,34,13
CAETANOPOLIS,31,13
CAETE,31,13
CAIANA,32,13
CAJURI,31,13
CALDAS,35,13
CAMACHO,37,13
CAMANDUCAIA,35,13
CAMBUI,35,13
CAMBUQUIRA,35,13
CAMPANARIO,33,13
CAMPANHA,35,13
CAMPESTRE,35,13
CAMPINA VERDE,34,13
CAMPO AZUL,38,13
CAMPO BELO,35,13
CAMPO DO MEIO,35,13
CAMPO FLORIDO,34,13
CAMPOS ALTOS,37,13
CAMPOS GERAIS,35,13
CANA VERDE,35,13
CANAA,31,13
CANAPOLIS,34,13
CANDEIAS,35,13
CANTAGALO,33,13
CAPARAO,32,13
CAPELA NOVA,31,13
CAPELINHA,33,13
CAPETINGA,35,13
CAPIM BRANCO,31,13
CAPINOPOLIS,34,13
CAPITAO ANDRADE,33,13
CAPITAO ENEAS,38,13
CAPITOLIO,37,13
CAPUTIRA,31,13
CARAI,33,13
CARANAIBA,31,13
CARANDAI,32,13
CARANGOLA,32,13
CARATINGA,33,13
CARBONITA,38,13
CAREACU,35,13
CARLOS CHAGAS,33,13
CARMESIA,31,13
CARMO DA CACHOEIRA,35,13
CARMO DA MATA,37,13
CARMO DE MINAS,35,13
CARMO DO CAJURU,37,13
CARMO DO PARANAIBA,34,13
CARMO DO RIO CLARO,35,13
CARMOPOLIS DE MINAS,37,13
CARNEIRINHO,34,13
CARRANCAS,35,13
CARVALHOPOLIS,35,13
CARVALHOS,35,13
CASA GRANDE,31,13
CASCALHO RICO,34,13
CASSIA,35,13
CATAGUASES,32,13
CATAS ALTAS,31,13
CATAS ALTAS DA NORUEGA,31,13
CATUJI,33,13
CATUTI,38,13
CAXAMBU,35,13
CEDRO DO ABAETE,37,13
CENTRAL DE MINAS,33,13
CENTRALINA,34,13
CHACARA,32,13
CHALE,33,13
CHAPADA DO NORTE,33,13
CHAPADA GAUCHA,38,13
CHIADOR,32,13
CIPOTANEA,32,13
CLARAVAL,34,13
CLARO DOS POCOES,38,13
CLAUDIO,37,13
COIMBRA,32,13
COLUNA,33,13
COMENDADOR GOMES,34,13
COMERCINHO,33,13
CONCEICAO DA APARECIDA,35,13
CONCEICAO DA BARRA DE MINAS,32,13
CONCEICAO DAS ALAGOAS,34,13
CONCEICAO DAS PEDRAS,35,13
CONCEICAO DE IPANEMA,33,13
CONCEICAO DO MATO DENTRO,31,13
CONCEICAO DO PARA,37,13
CONCEICAO DO RIO VERDE,35,13
CONCEICAO DOS OUROS,35,13
CONEGO MARINHO,38,13
CONFINS,31,13
CONGONHAL,35,13
CONGONHAS,31,13
CONGONHAS DO NORTE,31,13
CONQUISTA,34,13
CONSELHEIRO LAFAIETE,31,13
CONSELHEIRO PENA,33,13
CONSOLACAO,35,13
CONTAGEM,31,13
COQUEIRAL,35,13
CORACAO DE JESUS,38,13
CORDISBURGO,31,13
CORDISLANDIA,35,13
CORINTO,38,13
COROACI,33,13
COROMANDEL,34,13
CORONEL FABRICIANO,31,13
CORONEL MURTA,33,13
CORONEL PACHECO,32,13
CORONEL XAVIER CHAVES,32,13
CORREGO DANTA,37,13
CORREGO DO BOM JESUS,35,13
CORREGO FUNDO,37,13
CORREGO NOVO,33,13
COUTO DE MAGALHAES DE MINAS,38,13
CRISOLITA,33,13
CRISTAIS,35,13
CRISTALIA,38,13
CRISTIANO OTONI,31,13
CRISTINA,35,13
CRUCILANDIA,31,13
CRUZEIRO DA FORTALEZA,34,13
CRUZILIA,35,13
CUPARAQUE,33,13
CURRAL DE DENTRO,33,13
CURVELO,38,13
DATAS,38,13
DELFIM MOREIRA,35,13
DELFINOPOLIS,35,13
DELTA,34,13
DESCOBERTO,32,13
DESTERRO DE ENTRE RIOS,31,13
DESTERRO DO MELO,32,13
DIAMANTINA,38,13
DIOGO DE VASCONCELOS,31,13
DIONISIO,31,13
DIVINESIA,32,13
DIVINO,32,13
DIVINO DAS LARANJEIRAS,33,13
DIVINOLANDIA DE MINAS,33,13
DIVINOPOLIS,37,13
DIVISA ALEGRE,33,13
DIVISA NOVA,35,13
DIVISOPOLIS,33,13
DOM BOSCO,38,13
DOM CAVATI,33,13
DOM JOAQUIM,31,13
DOM SILVERIO,31,13
DOM VICOSO,35,13
DONA EUSEBIA,32,13
DORES DE CAMPOS,32,13
DORES DE GUANHAES,33,13
DORES DO INDAIA,37,13
DORES DO TURVO,32,13
DORESOPOLIS,37,13
DOURADOQUARA,34,13
DURANDE,33,13
ELOI MENDES,35,13
ENGENHEIRO CALDAS,33,13
ENGENHEIRO NAVARRO,38,13
ENTRE FOLHAS,33,13
ENTRE RIOS DE MINAS,31,13
ERVALIA,32,13
ESMERALDAS,31,13
ESPERA FELIZ,32,13
ESPINOSA,38,13
ESPIRITO SANTO DO DOURADO,35,13
ESTIVA,35,13
ESTRELA DALVA,32,13
ESTRELA DO INDAIA,37,13
ESTRELA DO SUL,34,13
EUGENOPOLIS,32,13
EWBANK DA CAMARA,32,13
EXTREMA,35,13
FAMA,35,13
FARIA LEMOS,32,13
FELICIO DOS SANTOS,38,13
FELISBURGO,33,13
FELIXLANDIA,38,13
FERNANDES TOURINHO,33,13
FERROS,31,13
FERVEDOURO,32,13
FLORESTAL,31,13
FORMIGA,37,13
FORMOSO,38,13
FORTALEZA DE MINAS,35,13
FORTUNA DE MINAS,31,13
FRANCISCO BADARO,33,13
FRANCISCO DUMONT,38,13
FRANCISCO SA,38,13
FRANCISCOPOLIS,33,13
FREI GASPAR,33,13
FREI INOCENCIO,33,13
FREI LAGONEGRO,33,13
FRONTEIRA,34,13
FRONTEIRA DOS VALES,33,13
FRUTA DE LEITE,38,13
FRUTAL,34,13
FUNILANDIA,31,13
GALILEIA,33,13
GAMELEIRAS,38,13
GLAUCILANDIA,38,13
GOIABEIRA,33,13
GOIANA,32,13
GONCALVES,35,13
GONZAGA,33,13
GOUVEIA,38,13
GOVERNADOR VALADARES,33,13
GRAO MOGOL,38,13
GRUPIARA,34,13
GUANHAES,33,13
GUAPE,35,13
GUARACIABA,31,13
GUARACIAMA,38,13
GUARANESIA,35,13
GUARANI,32,13
GUARARA,32,13
GUARDA-MOR,38,13
GUAXUPE,35,13
GUIDOVAL,32,13
GUIMARANIA,34,13
GUIRICEMA,32,13
GURINHATA,34,13
HELIODORA,35,13
IAPU,33,13
IBERTIOGA,32,13
IBIA,34,13
IBIAI,38,13
IBIRACATU,38,13
IBIRACI,35,13
IBIRITE,31,13
IBITIURA DE MINAS,35,13
IBITURUNA,35,13
ICARAI DE MINAS,38,13
IGARAPE,31,13
IGARATINGA,37,13
IGUATAMA,37,13
IJACI,35,13
ILICINEA,35,13
IMBE DE MINAS,33,13
INCONFIDENTES,35,13
INDAIABIRA,38,13
INDIANOPOLIS,34,13
INGAI,35,13
INHAPIM,33,13
INHAUMA,31,13
INIMUTABA,38,13
IPABA,33,13
IPANEMA,33,13
IPATINGA,31,13
IPIACU,34,13
IPUIUNA,35,13
IRAI DE MINAS,34,13
ITABIRA,31,13
ITABIRINHA DE MANTENA,33,13
ITABIRITO,31,13
ITACAMBIRA,38,13
ITACARAMBI,38,13
ITAGUARA,37,13
ITAIPE,33,13
ITAJUBA,35,13
ITAMARANDIBA,38,13
ITAMARATI DE MINAS,32,13
ITAMBACURI,33,13
ITAMBE DO MATO DENTRO,31,13
ITAMOGI,35,13
ITAMONTE,35,13
ITANHANDU,35,13
ITANHOMI,33,13
ITAOBIM,33,13
ITAPAGIPE,34,13
ITAPECERICA,37,13
ITAPEVA,35,13
ITATIAIUCU,31,13
ITAU DE MINAS,35,13
ITAUNA,37,13
ITAVERAVA,31,13
ITINGA,33,13
ITUETA,33,13
ITUIUTABA,34,13
ITUMIRIM,35,13
ITURAMA,34,13
ITUTINGA,35,13
JABOTICATUBAS,31,13
JACINTO,33,13
JACUI,35,13
JACUTINGA,35,13
JAGUARACU,31,13
JAIBA,38,13
JAMPRUCA,33,13
JANAUBA,38,13
JANUARIA,38,13
JAPARAIBA,37,13
JAPONVAR,38,13
JECEABA,31,13
JENIPAPO DE MINAS,33,13
JEQUERI,31,13
JEQUITAI,38,13
JEQUITIBA,31,13
JEQUITINHONHA,33,13
JESUANIA,35,13
JOAIMA,33,13
JOANESIA,33,13
JOAO MONLEVADE,31,13
JOAO PINHEIRO,38,13
JOAQUIM FELICIO,38,13
JORDANIA,33,13
JOSE GONCALVES DE MINAS,33,13
JOSE RAYDAN,33,13
JOSENOPOLIS,38,13
JUATUBA,31,13
JUIZ DE FORA,32,13
JURAMENTO,38,13
JURUAIA,35,13
JUVENILIA,38,13
LADAINHA,33,13
LAGAMAR,34,13
LAGOA DA PRATA,37,13
LAGOA DOS PATOS,38,13
LAGOA DOURADA,32,13
LAGOA FORMOSA,34,13
LAGOA GRANDE,34,13
LAGOA SANTA,31,13
LAJINHA,33,13
LAMBARI,35,13
LAMIM,31,13
LARANJAL,32,13
LASSANCE,38,13
LAVRAS,35,13
LEANDRO FERREIRA,37,13
LEME DO PRADO,33,13
LEOPOLDINA,32,13
LIBERDADE,32,13
LIMA DUARTE,32,13
LIMEIRA DO OESTE,34,13
LONTRA,38,13
LUISBURGO,33,13
LUISLANDIA,38,13
LUMINARIAS,35,13
LUZ,37,13
MACHACALIS,33,13
MACHADO,35,13
MADRE DE DEUS DE MINAS,32,13
MALACACHETA,33,13
MAMONAS,38,13
MANGA,38,13
MANHUACU,33,13
MANHUMIRIM,33,13
MANTENA,33,13
MAR DE ESPANHA,32,13
MARAVILHAS,37,13
MARIA DA FE,35,13
MARIANA,31,13
MARILAC,33,13
MARIO CAMPOS,31,13
MARIPA DE MINAS,32,13
MARLIERIA,31,13
MARMELOPOLIS,35,13
MARTINHO CAMPOS,37,13
MARTINS SOARES,33,13
MATA VERDE,33,13
MATERLANDIA,33,13
MATEUS LEME,31,13
MATIAS BARBOSA,32,13
MATIAS CARDOSO,38,13
MATIPO,31,13
MATO VERDE,38,13
MATOZINHOS,31,13
MATUTINA,34,13
MEDEIROS,37,13
MEDINA,33,13
MENDES PIMENTEL,33,13
MERCES,32,13
MESQUITA,33,13
MINAS NOVAS,33,13
MINDURI,35,13
MIRABELA,38,13
MIRADOURO,32,13
MIRAI,32,13
MIRAVANIA,38,13
MOEDA,31,13
MOEMA,37,13
MONJOLOS,38,13
MONSENHOR PAULO,35,13
MONTALVANIA,38,13
MONTE ALEGRE DE MINAS,34,13
MONTE AZUL,38,13
MONTE BELO,35,13
MONTE CARMELO,34,13
MONTE FORMOSO,33,13
MONTE SANTO DE MINAS,35,13
MONTE SIAO,35,13
MONTES CLAROS,38,13
MONTEZUMA,38,13
MORADA NOVA DE MINAS,38,13
MORRO DA GARCA,38,13
MORRO DO PILAR,31,13
MUNHOZ,35,13
MURIAE,32,13
MUTUM,33,13
MUZAMBINHO,35,13
NACIP RAYDAN,33,13
NANUQUE,33,13
NAQUE,33,13
NATALANDIA,38,13
NATERCIA,35,13
NAZARENO,35,13
NEPOMUCENO,35,13
NINHEIRA,38,13
NOVA BELEM,33,13
NOVA ERA,31,13
NOVA LIMA,31,13
NOVA MODICA,33,13
NOVA PONTE,34,13
NOVA PORTEIRINHA,38,13
NOVA RESENDE,35,13
NOVA SERRANA,37,13
NOVA UNIAO,31,13
NOVO CRUZEIRO,33,13
NOVO ORIENTE DE MINAS,33,13
NOVORIZONTE,38,13
OLARIA,32,13
OLHOS-D'AGUA,38,13
OLIMPIO NORONHA,35,13
OLIVEIRA,37,13
OLIVEIRA FORTES,32,13
ONCA DE PITANGUI,37,13
ORATORIOS,31,13
ORIZANIA,32,13
OURO BRANCO,31,13
OURO FINO,35,13
OURO PRETO,31,13
OURO VERDE DE MINAS,33,13
PADRE CARVALHO,38,13
PADRE PARAISO,33,13
PAI PEDRO,38,13
PAINEIRAS,37,13
PAINS,37,13
PAIVA,32,13
PALMA,32,13
PALMOPOLIS,33,13
PAPAGAIOS,37,13
PARA DE MINAS,37,13
PARACATU,38,13
PARAGUACU,35,13
PARAISOPOLIS,35,13
PARAOPEBA,31,13
PASSA QUATRO,35,13
PASSA TEMPO,37,13
PASSABEM,31,13
PASSA-VINTE,32,13
PASSOS,35,13
PATIS,38,13
PATOS DE MINAS,34,13
PATROCINIO,34,13
PATROCINIO DO MURIAE,32,13
PAULA CANDIDO,32,13
PAULISTAS,33,13
PAVAO,33,13
PECANHA,33,13
PEDRA AZUL,33,13
PEDRA BONITA,31,13
PEDRA DO ANTA,31,13
PEDRA DO INDAIA,37,13
PEDRA DOURADA,32,13
PEDRALVA,35,13
PEDRAS DE MARIA DA CRUZ,38,13
PEDRINOPOLIS,34,13
PEDRO LEOPOLDO,31,13
PEDRO TEIXEIRA,32,13
PEQUERI,32,13
PEQUI,37,13
PERDIGAO,37,13
PERDIZES,34,13
PERDOES,35,13
PERIQUITO,33,13
PESCADOR,33,13
PIAU,32,13
PIEDADE DE CARATINGA,33,13
PIEDADE DE PONTE NOVA,31,13
PIEDADE DO RIO GRANDE,32,13
PIEDADE DOS GERAIS,31,13
PIMENTA,37,13
PINGO-D'AGUA,33,13
PINTOPOLIS,38,13
PIRACEMA,37,13
PIRAJUBA,34,13
PIRANGA,31,13
PIRANGUCU,35,13
PIRANGUINHO,35,13
PIRAPETINGA,32,13
PIRAPORA,38,13
PIRAUBA,32,13
PITANGUI,37,13
PIUMHI,37,13
PLANURA,34,13
POCO FUNDO,35,13
POCOS DE CALDAS,35,13
POCRANE,33,13
POMPEU,37,13
PONTE NOVA,31,13
PONTO CHIQUE,38,13
PONTO DOS VOLANTES,33,13
PORTEIRINHA,38,13
PORTO FIRME,31,13
POTE,33,13
POUSO ALEGRE,35,13
POUSO ALTO,35,13
PRADOS,32,13
PRATA,34,13
PRATAPOLIS,35,13
PRATINHA,34,13
PRESIDENTE BERNARDES,32,13
PRESIDENTE JUSCELINO,38,13
PRESIDENTE KUBITSCHEK,38,13
PRESIDENTE OLEGARIO,34,13
PRUDENTE DE MORAIS,31,13
QUARTEL GERAL,37,13
QUELUZITO,31,13
RAPOSOS,31,13
RAUL SOARES,33,13
RECREIO,32,13
REDUTO,33,13
RESENDE COSTA,32,13
RESPLENDOR,33,13
RESSAQUINHA,32,13
RIACHINHO,38,13
RIACHO DOS MACHADOS,38,13
RIBEIRAO DAS NEVES,31,13
RIBEIRAO VERMELHO,35,13
RIO ACIMA,31,13
RIO CASCA,31,13
RIO DO PRADO,33,13
RIO DOCE,31,13
RIO ESPERA,31,13
RIO MANSO,31,13
RIO NOVO,32,13
RIO PARANAIBA,34,13
RIO PARDO DE MINAS,38,13
RIO PIRACICABA,31,13
RIO POMBA,32,13
RIO PRETO,32,13
RIO VERMELHO,33,13
RITAPOLIS,32,13
ROCHEDO DE MINAS,32,13
RODEIRO,32,13
ROMARIA,34,13
ROSARIO DA LIMEIRA,32,13
RUBELITA,38,13
RUBIM,33,13
SABARA,31,13
SABINOPOLIS,33,13
SACRAMENTO,34,13
SALINAS,38,13
SALTO DA DIVISA,33,13
SANTA BARBARA,31,13
SANTA BARBARA DO LESTE,33,13
SANTA BARBARA DO MONTE VERDE,32,13
SANTA BARBARA DO TUGURIO,32,13
SANTA CRUZ DE SALINAS,38,13
SANTA CRUZ DO ESCALVADO,31,13
SANTA EFIGENIA DE MINAS,33,13
SANTA FE DE MINAS,38,13
SANTA HELENA DE MINAS,33,13
SANTA JULIANA,34,13
SANTA LUZIA,31,13
SANTA MARGARIDA,31,13
SANTA MARIA DE ITABIRA,31,13
SANTA MARIA DO SALTO,33,13
SANTA MARIA DO SUACUI,33,13
SANTA RITA DE CALDAS,35,13
